avaliacao,empresa,tamanho,ano_fundacao,tipo_propriedade,industria,setor,receita,senioridade,cargo,salario_medio,cidade_vaga,estado_vaga,pais_vaga,cidade_sede,pais_sede,escala_tamanho,remoto,latitude,longitude,nome_estado_vaga
4.5,Global Data Management Inc,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Unknown,Data scientist,97.0,Hartford,CT,United States of America,Woodbridge,United States of America,Pequeno,False,41.603221,-73.087749,Connecticut
3.0,Photon Infotech,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Unknown,Data scientist,97.0,Chicago,IL,United States of America,Chennai,India,Grande,False,40.633125,-89.398528,Illinois
5.0,REE,51 to 200 employees,2018.0,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,Unknown,Data scientist,97.0,United States,,,Tel Aviv-Yafo,Israel,Pequeno,False,,,
3.6,Riverside Research Institute,501 to 1000 employees,1967.0,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),Unknown,Machine learning engineer,97.0,Beavercreek,OH,United States of America,Arlington,United States of America,Médio,False,40.417287,-82.907123,Ohio
3.6,T. Rowe Price,5001 to 10000 employees,1937.0,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),Unknown,outro,97.0,Baltimore,MD,United States of America,Baltimore,United States of America,Grande,False,39.045755,-76.641271,Maryland
,"Encode, Inc.",1 to 50 employees,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Unknown,Data scientist,97.0,Norfolk,VA,United States of America,Manalapan,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.8,Evidera,501 to 1000 employees,2013.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,outro,97.0,Bethesda,MD,United States of America,Bethesda,United States of America,Médio,False,39.045755,-76.641271,Maryland
3.3,BWX Technologies,5001 to 10000 employees,1850.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),Unknown,Data scientist,97.0,Oak Ridge,TN,United States of America,Lynchburg,United States of America,Grande,False,35.517491,-86.580447,Tennessee
3.8,Brighthouse Financial,1001 to 5000 employees,2017.0,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,Unknown,Data analyst,97.0,Charlotte,NC,United States of America,Charlotte,United States of America,Grande,False,35.759573,-79.0193,North Carolina
3.5,Argo Group US,1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),Senior,Data scientist,97.0,New York,NY,United States of America,Hamilton,Bermuda,Grande,False,43.299428,-74.217933,New York
3.3,II-VI Incorporated,10000+ employees,1971.0,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),Unknown,Data scientist,97.0,Champaign,IL,United States of America,Saxonburg,United States of America,Corporação,False,40.633125,-89.398528,Illinois
4.6,Surya Systems,1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),Unknown,Data scientist,97.0,San Francisco,CA,United States of America,Bristol,United States of America,Pequeno,False,36.778261,-119.417932,California
3.8,PayPal,10000+ employees,1998.0,Company - Public,Internet,Information Technology,$10+ billion (USD),Unknown,Data scientist,97.0,Texas,,,San Jose,United States of America,Corporação,False,,,
3.9,Life360,51 to 200 employees,2008.0,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Senior,Data analyst,97.0,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,36.778261,-119.417932,California
3.9,Predictive Research Inc,1 to 50 employees,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,97.0,Plano,TX,United States of America,Bangalore,India,Pequeno,False,31.968599,-99.901813,Texas
4.7,Oversight Systems,51 to 200 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Unknown,Data scientist,107.0,Atlanta,GA,United States of America,Atlanta,United States of America,Pequeno,False,32.157435,-82.907123,Georgia
4.8,Acuity Insurance,1001 to 5000 employees,1925.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),Senior,Data scientist,107.0,Sheboygan,WI,United States of America,Sheboygan,United States of America,Grande,False,43.78444,-88.787868,Wisconsin
3.1,1010data,201 to 500 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Unknown,Data engineer,107.0,New York,NY,United States of America,New York,United States of America,Médio,False,43.299428,-74.217933,New York
3.6,Gigya,201 to 500 employees,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,107.0,Palo Alto,CA,United States of America,Mountain View,United States of America,Médio,False,36.778261,-119.417932,California
5.0,Genesis Research,1 to 50 employees,2009.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Unknown,outro,107.0,Hoboken,NJ,United States of America,Hoboken,United States of America,Pequeno,False,40.058324,-74.405661,New Jersey
3.7,Sanofi,10000+ employees,1973.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,Data scientist,107.0,Cambridge,MA,United States of America,Paris,France,Corporação,False,42.407211,-71.382437,Massachusetts
3.7,XPO Logistics,10000+ employees,2011.0,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),Unknown,Data scientist,107.0,Lebanon,IN,United States of America,Greenwich,United States of America,Corporação,False,40.551217,-85.602364,Indiana
3.9,Trace Data,51 to 200 employees,2000.0,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),Unknown,Data scientist,107.0,Oakland,CA,United States of America,Santa Ana,United States of America,Pequeno,False,36.778261,-119.417932,California
4.3,Descript,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),Unknown,Data scientist,107.0,San Francisco,CA,United States of America,Houston,United States of America,Pequeno,False,36.778261,-119.417932,California
4.2,Rincon Research Corporation,201 to 500 employees,1983.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),Unknown,outro,107.0,Melbourne,FL,United States of America,Tucson,United States of America,Médio,False,27.664827,-81.515754,Florida
3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Lead,Data scientist,107.0,Boston,MA,United States of America,Springfield,United States of America,Grande,False,42.407211,-71.382437,Massachusetts
4.0,Better Hire,1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,107.0,Birmingham,AL,United States of America,Birmingham,United States of America,Pequeno,False,32.318231,-86.902298,Alabama
3.3,Parker Hannifin,10000+ employees,1917.0,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),Unknown,Data scientist,107.0,Cleveland,OH,United States of America,Cleveland,United States of America,Corporação,False,40.417287,-82.907123,Ohio
4.1,Gallup,1001 to 5000 employees,1935.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,Data scientist,107.0,New York,NY,United States of America,Washington,United States of America,Grande,False,43.299428,-74.217933,New York
3.3,Insider Inc,201 to 500 employees,2007.0,Company - Private,News Outlet,Media,$50 to $100 million (USD),Unknown,Data scientist,107.0,New York,NY,United States of America,New York,United States of America,Médio,False,43.299428,-74.217933,New York
3.9,Rapid Value Solutions,201 to 500 employees,2009.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,107.0,San Francisco,CA,United States of America,Pleasanton,United States of America,Médio,False,36.778261,-119.417932,California
3.1,Battelle,10000+ employees,1929.0,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),Unknown,outro,107.0,Norwell,MA,United States of America,Columbus,United States of America,Corporação,False,42.407211,-71.382437,Massachusetts
4.2,Ntrepid,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown,outro,107.0,Herndon,VA,United States of America,Herndon,United States of America,Médio,False,37.431573,-78.656894,Virginia
5.0,"The Drive Media, Inc.",Unknown,,Unknown,,,Unknown / Non-Applicable,Unknown,Data scientist,107.0,New York,NY,United States of America,,,,False,43.299428,-74.217933,New York
2.9,Affinity Solutions,51 to 200 employees,1998.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Principal,Data engineer,107.0,San Jose,CA,United States of America,New York,United States of America,Pequeno,False,36.778261,-119.417932,California
4.7,Sage Intacct,501 to 1000 employees,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Principal,outro,107.0,San Francisco,CA,United States of America,San Jose,United States of America,Médio,False,36.778261,-119.417932,California
3.6,Constant Contact,Unknown,1995.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Principal,Data scientist,107.0,Waltham,MA,United States of America,Waltham,United States of America,,False,42.407211,-71.382437,Massachusetts
3.8,MIT Lincoln Laboratory,1001 to 5000 employees,1951.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown,Data scientist,120.5,Lexington,MA,United States of America,Lexington,United States of America,Grande,False,42.407211,-71.382437,Massachusetts
3.3,Puget Sound Energy,1001 to 5000 employees,1999.0,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),Junior,Data scientist,120.5,Bothell,WA,United States of America,Bellevue,United States of America,Grande,False,47.751074,-120.740139,Washington
3.7,Pacific Northwest National Laboratory,1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),Unknown,Data scientist,120.5,Richland,WA,United States of America,Richland,United States of America,Grande,False,47.751074,-120.740139,Washington
3.8,Analysis Group,1001 to 5000 employees,1981.0,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),Director,outro,120.5,Boston,MA,United States of America,Boston,United States of America,Grande,False,42.407211,-71.382437,Massachusetts
3.2,US Pharmacopeia,1001 to 5000 employees,1820.0,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Unknown,Data scientist,120.5,Rockville,MD,United States of America,Rockville,United States of America,Grande,False,39.045755,-76.641271,Maryland
4.6,Itlize Global,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,120.5,Piscataway,NJ,United States of America,Piscataway,United States of America,Médio,False,40.058324,-74.405661,New Jersey
3.5,eBay,10000+ employees,1995.0,Company - Public,Internet,Information Technology,$10+ billion (USD),Unknown,Data scientist,120.5,San Jose,CA,United States of America,San Jose,United States of America,Corporação,False,36.778261,-119.417932,California
5.0,Paige,1 to 50 employees,2018.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,Data engineer,120.5,New York,NY,United States of America,New York,United States of America,Pequeno,False,43.299428,-74.217933,New York
4.1,Shape Security,51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data engineer,120.5,Santa Clara,CA,United States of America,Mountain View,United States of America,Pequeno,False,36.778261,-119.417932,California
4.1,ABIOMED,1001 to 5000 employees,1981.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Lead,outro,120.5,Danvers,MA,United States of America,Danvers,United States of America,Grande,False,42.407211,-71.382437,Massachusetts
3.5,Comcast,10000+ employees,1963.0,Company - Public,,,$10+ billion (USD),Unknown,Data scientist,120.5,New York,NY,United States of America,Philadelphia,United States of America,Corporação,False,43.299428,-74.217933,New York
3.2,"Metronome, LLC",51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,120.5,Vienna,VA,United States of America,Fairfax,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
5.0,SkillSoniq,Unknown,,Company - Public,,,Unknown / Non-Applicable,Unknown,Data scientist,120.5,San Francisco,CA,United States of America,Jersey City,United States of America,,False,36.778261,-119.417932,California
4.7,Lawrence Livermore National Lab,1001 to 5000 employees,1952.0,Government,Federal Agencies,Government,$1 to $2 billion (USD),Unknown,Data scientist,120.5,Livermore,CA,United States of America,Livermore,United States of America,Grande,False,36.778261,-119.417932,California
3.8,FHLBank Pittsburgh,201 to 500 employees,1932.0,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),Unknown,Data analyst,120.5,Pittsburgh,PA,United States of America,Pittsburgh,United States of America,Médio,False,41.203322,-77.194525,Pennsylvania
3.6,Jacobs,10000+ employees,1947.0,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),Unknown,Data scientist,120.5,Herndon,VA,United States of America,Dallas,United States of America,Corporação,False,37.431573,-78.656894,Virginia
4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,120.5,Boston,MA,United States of America,Boston,United States of America,Médio,False,42.407211,-71.382437,Massachusetts
3.3,Underwriters Laboratories,10000+ employees,1894.0,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),Unknown,Data scientist,120.5,Northbrook,IL,United States of America,Northbrook,United States of America,Corporação,False,40.633125,-89.398528,Illinois
3.7,Altus Group,1001 to 5000 employees,2005.0,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),Unknown,Data scientist,120.5,Irvine,CA,United States of America,Toronto,Canada,Grande,False,36.778261,-119.417932,California
5.0,Jobot,51 to 200 employees,2018.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Unknown,Data scientist,120.5,Irvine,CA,United States of America,Irvine,United States of America,Pequeno,False,36.778261,-119.417932,California
,Trovetechs Inc,Unknown,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,120.5,San Francisco,CA,United States of America,Hillsborough,United States of America,,False,36.778261,-119.417932,California
3.4,Edmunds.com,501 to 1000 employees,1966.0,Company - Private,Internet,Information Technology,$100 to $500 million (USD),Senior,Data scientist,183.0,Santa Monica,CA,United States of America,Santa Monica,United States of America,Médio,False,36.778261,-119.417932,California
5.0,Cohere Health,1 to 50 employees,2019.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,183.0,Boston,MA,United States of America,Boston,United States of America,Pequeno,False,42.407211,-71.382437,Massachusetts
,Trovetechs Inc,Unknown,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,183.0,San Francisco,CA,United States of America,Hillsborough,United States of America,,False,36.778261,-119.417932,California
4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Senior,Data scientist,183.0,New York,NY,United States of America,Cambridge,United Kingdom,Corporação,False,43.299428,-74.217933,New York
4.2,Oshkosh Corporation,10000+ employees,1917.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),Unknown,Data scientist,183.0,Oshkosh,WI,United States of America,Oshkosh,United States of America,Corporação,False,43.78444,-88.787868,Wisconsin
4.3,Joby Aviation,51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,183.0,San Carlos,CA,United States of America,Santa Cruz,United States of America,Pequeno,False,36.778261,-119.417932,California
3.4,Mackin,51 to 200 employees,1960.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),Unknown,Data scientist,183.0,Menlo Park,CA,United States of America,Pittsburgh,United States of America,Pequeno,False,36.778261,-119.417932,California
,PETADATA,51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,183.0,San Francisco,CA,United States of America,Fremont,United States of America,Pequeno,False,36.778261,-119.417932,California
4.4,VBeyond Corporation,201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Unknown,Data scientist,183.0,Dallas,TX,United States of America,Hillsborough,United States of America,Médio,False,31.968599,-99.901813,Texas
3.5,Leidos,10000+ employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Unknown,Data scientist,183.0,Arlington,VA,United States of America,Reston,United States of America,Corporação,False,37.431573,-78.656894,Virginia
3.7,Take-Two,1001 to 5000 employees,1993.0,Company - Public,Video Games,Media,$1 to $2 billion (USD),Unknown,Data scientist,183.0,San Francisco,CA,United States of America,New York,United States of America,Grande,False,36.778261,-119.417932,California
3.7,Colony Brands,501 to 1000 employees,,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),Unknown,Data scientist,183.0,Monroe,WI,United States of America,Monroe,United States of America,Médio,False,43.78444,-88.787868,Wisconsin
4.1,Capio Group,10000+ employees,,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,Data scientist,183.0,Sacramento,CA,United States of America,Goteborg,Sweden,Corporação,False,36.778261,-119.417932,California
3.4,SleePare,1 to 50 employees,2017.0,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,Unknown,Data scientist,183.0,New York,NY,United States of America,New York,United States of America,Pequeno,False,43.299428,-74.217933,New York
4.5,ShorePoint,1 to 50 employees,2017.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data analyst,183.0,Reston,VA,United States of America,Washington,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.5,Dolphin,1001 to 5000 employees,1990.0,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,Unknown,Data scientist,183.0,New York,NY,United States of America,Lake Buena Vista,United States of America,Grande,False,43.299428,-74.217933,New York
3.6,TE Connectivity,10000+ employees,2007.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),Unknown,Data scientist,183.0,Hampton,VA,United States of America,Schaffhausen,Switzerland,Corporação,False,37.431573,-78.656894,Virginia
3.2,State of Virginia,10000+ employees,1788.0,Government,State & Regional Agencies,Government,$10+ billion (USD),Unknown,Data scientist,183.0,Richmond,VA,United States of America,Richmond,United States of America,Corporação,False,37.431573,-78.656894,Virginia
3.7,TA Digital,501 to 1000 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Unknown,Data scientist,183.0,New York,NY,United States of America,Newark,United States of America,Médio,False,43.299428,-74.217933,New York
4.0,Market America Inc,501 to 1000 employees,1992.0,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),Unknown,Data scientist,183.0,Monterey,CA,United States of America,Greensboro,United States of America,Médio,False,36.778261,-119.417932,California
3.2,Triplebyte,51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,185.0,Chicago,IL,United States of America,San Francisco,United States of America,Pequeno,False,40.633125,-89.398528,Illinois
4.5,Kingfisher Systems,51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),Unknown,Data scientist,185.0,McLean,VA,United States of America,Falls Church,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.4,TrueAccord,51 to 200 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Director,outro,185.0,Remote,,,San Francisco,United States of America,Pequeno,True,,,
3.9,ALTA IT Services,201 to 500 employees,2004.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,185.0,Woodlawn,MD,United States of America,Rockville,United States of America,Médio,False,39.045755,-76.641271,Maryland
3.2,Kollasoft Inc.,1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),Unknown,Data scientist,185.0,United States,,,Scottsdale,United States of America,Pequeno,False,,,
5.0,Kollasoft Inc.,Unknown,,Company - Public,,,Unknown / Non-Applicable,Unknown,Data scientist,185.0,New York,NY,United States of America,Irving,United States of America,,False,43.299428,-74.217933,New York
3.4,ASRC Federal Holding Company,5001 to 10000 employees,2003.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),Unknown,Data scientist,185.0,Reston,VA,United States of America,Beltsville,United States of America,Grande,False,37.431573,-78.656894,Virginia
4.4,Adwait Algorithm,51 to 200 employees,2015.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,185.0,New York,NY,United States of America,Houston,United States of America,Pequeno,False,43.299428,-74.217933,New York
3.8,Cook Children's Health Care System,5001 to 10000 employees,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Senior,Data analyst,185.0,Fort Worth,TX,United States of America,Fort Worth,United States of America,Grande,False,31.968599,-99.901813,Texas
3.8,Rubius Therapeutics,201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Junior,outro,185.0,Smithfield,RI,United States of America,Cambridge,United States of America,Médio,False,41.580095,-71.477429,Rhode Island
3.5,Cambridge FX,201 to 500 employees,1992.0,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),Unknown,Data scientist,185.0,Atlanta,GA,United States of America,Toronto,Canada,Médio,False,32.157435,-82.907123,Georgia
3.8,Metromile,201 to 500 employees,2011.0,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,Senior,Data scientist,185.0,San Francisco,CA,United States of America,San Francisco,United States of America,Médio,False,36.778261,-119.417932,California
3.9,Criteo,1001 to 5000 employees,2005.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),Unknown,Data scientist,185.0,Ann Arbor,MI,United States of America,Paris,France,Grande,False,44.314844,-85.602364,Michigan
3.4,Advance Sourcing Concepts,51 to 200 employees,,Company - Private,,,$1 to $5 million (USD),Unknown,Data scientist,185.0,Pittsburgh,PA,United States of America,Pittsburgh,United States of America,Pequeno,False,41.203322,-77.194525,Pennsylvania
3.8,Enterprise Solutions Inc,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Unknown,Data scientist,185.0,New York,NY,United States of America,Naperville,United States of America,Pequeno,False,43.299428,-74.217933,New York
4.6,GreatAmerica Financial Services,501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),Unknown,Data analyst,185.0,Cedar Rapids,IA,United States of America,Cedar Rapids,United States of America,Médio,False,41.878003,-93.097702,Iowa
,Microagility,1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),Unknown,Data scientist,185.0,New York,NY,United States of America,Princeton,United States of America,Pequeno,False,43.299428,-74.217933,New York
4.6,"Conch Technologies, Inc",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Unknown,Data scientist,185.0,Concord,CA,United States of America,Memphis,United States of America,Pequeno,False,36.778261,-119.417932,California
3.9,GSK,10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,outro,185.0,Richmond,VA,United States of America,Brentford,United Kingdom,Corporação,False,37.431573,-78.656894,Virginia
,"Rainmaker Resources, LLC",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,185.0,Cincinnati,OH,United States of America,Cincinnati,United States of America,Pequeno,False,40.417287,-82.907123,Ohio
3.7,GovTech,1001 to 5000 employees,2016.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,Unknown,Data scientist,113.0,San Francisco,CA,United States of America,Singapore,Singapore,Grande,False,36.778261,-119.417932,California
3.3,Intellectual Ventures,501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,Data scientist,113.0,Bellevue,WA,United States of America,Bellevue,United States of America,Médio,False,47.751074,-120.740139,Washington
4.4,Rocket Lawyer,51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),Unknown,Data engineer,113.0,San Francisco,CA,United States of America,San Francisco,United States of America,Pequeno,False,36.778261,-119.417932,California
3.7,22nd Century Technologies,1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown,Data scientist,113.0,Oakland,CA,United States of America,Somerset,United States of America,Grande,False,36.778261,-119.417932,California
3.3,Huxley,201 to 500 employees,1995.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Unknown,Data scientist,113.0,San Francisco,CA,United States of America,London,United Kingdom,Médio,False,36.778261,-119.417932,California
3.4,FM Systems,51 to 200 employees,1984.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Unknown,Data scientist,113.0,Boston,MA,United States of America,Raleigh,United States of America,Pequeno,False,42.407211,-71.382437,Massachusetts
,B4Corp,51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,113.0,Reston,VA,United States of America,Leesburg,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.7,Mteq,501 to 1000 employees,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,Machine learning engineer,113.0,Fort Belvoir,VA,United States of America,Lorton,United States of America,Médio,False,37.431573,-78.656894,Virginia
3.7,Blue Cross and Blue Shield of North Carolina,1001 to 5000 employees,1933.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),Principal,outro,113.0,Durham,NC,United States of America,Durham,United States of America,Grande,False,35.759573,-79.0193,North Carolina
4.8,Jane Street,501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Unknown,Machine learning engineer,113.0,New York,NY,United States of America,New York,United States of America,Médio,False,43.299428,-74.217933,New York
5.0,SSATI,1 to 50 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Unknown,Data scientist,113.0,McLean,VA,United States of America,Annapolis Junction,United States of America,Pequeno,False,37.431573,-78.656894,Virginia
3.9,Novartis,10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Senior,Data scientist,113.0,Cambridge,MA,United States of America,Basel,Switzerland,Corporação,False,42.407211,-71.382437,Massachusetts
3.4,Solving IT International Inc,501 to 1000 employees,,Company - Private,,,Unknown / Non-Applicable,Unknown,Data scientist,113.0,Chicago,IL,United States of America,Chicago,United States of America,Médio,False,40.633125,-89.398528,Illinois
3.3,The Davey Tree Expert Company,10000+ employees,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),Unknown,Data scientist,113.0,Kent,OH,United States of America,Kent,United States of America,Corporação,False,40.417287,-82.907123,Ohio
4.6,Centauri,501 to 1000 employees,1999.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Unknown,Data scientist,113.0,Reston,VA,United States of America,Chantilly,United States of America,Médio,False,37.431573,-78.656894,Virginia
,Stride Search,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),Unknown,Data scientist,113.0,San Francisco,CA,United States of America,Westlake Village,United States of America,Pequeno,False,36.778261,-119.417932,California
2.6,Software Engineering Institute,501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,Machine learning engineer,113.0,Pittsburgh,PA,United States of America,Pittsburgh,United States of America,Médio,False,41.203322,-77.194525,Pennsylvania
3.8,Dermalogica,201 to 500 employees,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,Data analyst,113.0,Carson,CA,United States of America,Carson,United States of America,Médio,False,36.778261,-119.417932,California
4.8,TechProjects,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,Data scientist,113.0,New York,NY,United States of America,North Brunswick,United States of America,Pequeno,False,43.299428,-74.217933,New York
3.9,7Park Data,51 to 200 employees,2012.0,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Director,outro,113.0,New York,NY,United States of America,New York,United States of America,Pequeno,False,43.299428,-74.217933,New York
